MYID,id_l2,id_l1,shape_area,AC1,AC2,AC1N,AC2N,ALC_3,o_imean,f_hstd,i_hstd,i_prop,l_hmean,l_imean,fh20,lh80,lh50,hawi95,hawi5,fvege,fhmean,lhmean,limean,fhr_80_99,fhr_30_95,fl_95_95_99,fl_95_70_99,fl_95_60_99,height_d2,density4,fd40,fd20,fd1,m_ndvi,m_red_nir,a_red,a_grn,a_nir,a_ndvi,a_red_grn,a_blu_nir,aspect_std,slope_std,slope_max,wt_min,wt_max,utmnorth,utmeast,tr_te_tpi_18,sd_18m_101,sd_36m_87,mean_36m_97,mean_36m_111,tr_tp_6m_125m_41_mean_diff,tr_tp_6m_175m_59_sd,tmin_wt,tmin_sm,tave_wt,rad_sp,dd_0_wt,dd5_wt,dd18_at,nffd_at,cmd_sp,cmd_sm,cmd_at,rh_sp,td,msp,effp,cmd,mar,tr_ka_18m_100m_11_kaspcdir_across,tr_ka_18m_50m_5_kaspcdir_across,tr_ka_18m_200m_23_kaspcdir_downhill,tr_ka_36m_1200m_67_kaspcdir_downhill,tr_ka_36m_800m_45_kaspcdir_downhill,tr_ka_36m_1200m_67_kaspcdir_uphill,tr_ka_36m_2000m_111_kaspcdir_uphill,tr_ka_18m_400m_45_kaspdir_across,tr_ka_36m_2000m_111_kaspdir_across,tr_ka_18m_200m_23_kaspdir_downhill,tr_ka_18m_400m_45_kaspdir_downhill,tr_ka_36m_2000m_111_kaspdir_downhill,tr_ka_36m_400m_23_kaspdir_downhill,tr_ka_36m_1600m_89_kaspdir_uphill,tr_ka_36m_800m_45_kaspdir_uphill,tr_ka_18m_100m_11_kaspsdir_across,tr_ka_36m_2000m_111_kaspsdir_across,tr_ka_18m_200m_23_kaspsdir_downhill,tr_ka_36m_2000m_111_kaspsdir_downhill,tr_ka_18m_100m_11_kaspsdir_uphill,tr_ka_18m_200m_23_kaspsdir_uphill,tr_ka_18m_50m_5_kaspsdir_uphill,tr_ka_36m_1600m_89_kaspsdir_uphill,tr_ka_36m_2000m_111_kaspsdir_uphill,tr_ka_18m_50m_5_kaspslpcdir_across,tr_ka_36m_1600m_89_kaspslpcdir_across,tr_ka_18m_400m_45_kaspslpcdir_downhill,tr_ka_18m_50m_5_kaspslpcdir_downhill,tr_ka_36m_1600m_89_kaspslpcdir_downhill,tr_ka_36m_800m_45_kaspslpcdir_downhill,tr_ka_36m_1200m_67_kaspslpele2cdir_across,tr_ka_36m_1600m_89_kaspslpele2cdir_across,tr_ka_18m_100m_11_kaspslpele2cdir_uphill,tr_ka_18m_100m_11_kaspslpele2sdir_across,tr_ka_36m_1200m_67_kaspslpele2sdir_downhill,tr_ka_18m_50m_5_kaspslpele2sdir_uphill,tr_ka_36m_800m_45_kaspslplneleslpcdir_across,tr_ka_36m_1200m_67_kaspslplneleslpcdir_uphill,tr_ka_36m_800m_45_kaspslplneleslpsdir_across,tr_ka_18m_200m_23_kaspslplneleslpsdir_uphill,tr_ka_36m_1600m_89_kaspslplneleslpsdir_uphill,tr_ka_36m_2000m_111_kaspslplneleslpsdir_uphill,tr_ka_36m_400m_23_kaspslplneleslpsdir_uphill,tr_ka_36m_1600m_89_kaspslplnele_uphill,tr_ka_36m_1200m_67_kaspslpsdir_across,tr_ka_36m_2000m_111_kaspslpsdir_across,tr_ka_18m_200m_23_kaspslpsdir_uphill,tr_ka_36m_800m_45_kaspslpsdir_uphill,tr_ka_18m_200m_23_kaspslp_downhill,V_P,NV_P,WT_P,MAX_PC1,PC1O,FNF_PO,PC2O,HF_PO,HG_PO,SC_PO,SO_PO,MVALO,PC3O
617,3887942,606172,279,2,3,NV,NA,NA,67.042254,0,0,0,0,0,0.24,0.45,0.33,133,35,0,0,0,0,0.681818,0.482759,0.090909,0.272727,0.30303,0,0,0.544601,0.319249,0.032864,0.004581,0.990879,1518.268966,1396.641379,1626.089655,0.03429,1.087086,0.764207,163.76,3.77,30.9,0,0,5648750,640284,-0.859149,90.860243,143.274907,61.262572,69.567966,3.004833,23.508088,-16.1,4.9,-10.9,17.1,996,3,1,22,0,47,0,58,24.1,414,237,47,13.5,0.98058,0.894427,-0.633237,-0.877895,-0.791285,0.998168,0.98058,199.983106,168.690067,-129.289406,-126.027373,-198.12186,-126.027373,-2.602562,-352.234833,0.196116,-0.196116,0.773957,-0.311039,0.196116,0.633237,0,0.045407,-0.196116,0.183957,0.188013,-0.117341,-0.134482,-0.161105,-0.140453,650160.5453,741838.2096,976294.0841,150214.2401,347661.7988,0,0.248256,0.461696,-0.045137,0.266062,0.026013,-0.050936,0.383952,-2.085815,-0.014979,-0.030065,0.148936,-0.03287,0.216795,0.000598888,1516.102152,0.580727288,1516.102152,NV,NA,NA,NA,NA,NA,NA,NA,NA
618,3895840,607384,324,2,3,NV,NA,NA,171.929688,0,0,0,0,0,0.58,0.93,0.78,255,134,0.105469,1.088148,1.088148,166.62963,0.794872,0.59633,0.076923,0.196581,0.222222,0,0,0.515625,0.308594,0.042969,0,1.000366,1540.011771,1446.420404,1628.423767,0.027904,1.064706,0.839982,104.44,2.86,36.45,0,0,5649002,638559,-1.081919,134.463433,165.630588,251.345793,257.675695,-6.480821,69.5154,-16,4.9,-10.8,17.1,982,3,1,23,0,56,0,58,24,416,238,56,13.5,0.971107,0.894427,-0.904462,0.533498,-0.966649,0.346248,0.78213,175.276819,122.604897,-154.798498,-174.338164,-65.400149,-244.510103,-315,-116.565051,-0.227984,-0.842396,0.42563,0.909222,-0.254003,0.277412,-0.659853,-0.707106,-0.623099,0.501211,0.074502,-0.515377,-0.587639,0.144167,-0.36807,-39249.87365,344377.5952,3109758.802,-699648.1963,1258401.411,-1458920.59,-0.012685,0.000116,0.133549,1.372828,-0.016651,-0.018877,-0.064563,-0.425034,0.064375,-0.088242,0.222613,0.112658,0.59997,0.006022002,843.0486914,0.099026525,843.0486914,NV,NA,NA,NA,NA,NA,NA,NA,NA
619,3903017,608458,344.0002289,2,3,NV,NA,NA,167.556604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993711,0.993711,0.990566,0,0,0,0,0,0,0,0,12.28,1.76,41.25,0,0,5648958,639213,-0.557022,128.905648,154.446988,119.00628,137.179854,-5.180029,60.977162,-16.2,4.8,-10.9,17,993,3,1,22,0,56,0,58,24.1,409,237,56,13.4,0.25454,0.447213,-0.308046,-0.942756,-0.938065,-0.380253,0.90617,270.86752,172.9405,-252.043173,-239.633875,-64.054459,-240.70288,-329.193257,-82.846914,0.963212,-0.122833,-0.950495,0.899192,0.928476,0.999022,0.894427,-0.51213,-0.422854,0.279942,0.130009,-0.203517,-0.109017,-0.236659,-0.311325,-181122.5532,545343.221,1037427.872,2865425.845,-387035.9858,2448395.12,0.055871,-0.101718,0.446645,3.444229,-0.08459,-0.043848,1.307632,-1.120472,0.107031,-0.015522,0.671743,0.301882,0.593241,2.932137336,2.909752887,0.006263831,2.932137336,V,NA,NA,NA,NA,NA,NA,NA,NA
620,3903934,608648,312.7498474,1,2,V,NF,SO,56.175824,0.621556,0,0,0.398333,22.666667,0,0.26,0.15,75,18,0.039427,3.460909,2.678333,30.666667,0.075209,0.071429,0.091922,0.13649,0.144847,0.003509,0,0.896057,0.688172,0.318996,0.607109,0.24447,696.916667,906.984127,2998.027778,0.622773,0.768389,0.242067,41.52,1.68,11.07,0,4,5649671,642642,-0.585811,49.183319,60.118707,-74.716977,-84.586705,-8.757053,15.740001,-15.9,5.1,-10.5,16.6,959,3,1,24,0,59,0,57,24.2,383,239,59,13,-0.462457,-0.707106,-0.792996,-0.695103,-0.534316,0.573281,0.312446,300.04229,227.674926,-217.484865,-205.215262,-138.409372,-205.959047,-46.958715,-341.501518,0.883305,0.739333,-0.608144,0.663792,0.719757,0.90151,0.707106,0.730857,0.949923,-0.056646,0.043159,-0.026086,-0.01457,-0.014234,-0.015442,103196.4986,122715.0464,-477178.151,320984.7975,-45307.99262,322185.4397,-0.003087,0.062343,0.016431,0.432233,0.062494,0.134321,0.616429,-0.797026,0.037863,0.045582,0.228964,-0.064052,0.02598,63.69689636,0.026925887,0.148236498,63.69689636,V,0.991774738,NF,0.012691753,1.971643837,0.65316453,26.99254586,26.99254586,SO
621,3904009,608657,268.3499756,1,2,V,NF,SO,59.364865,9.177606,0.16,0.005181,1.329375,25.9375,0.01,0.2,0.09,47,8,0.059585,6.567826,6.400909,22.363636,0.021956,0.012048,0.304391,0.316367,0.319361,0.027228,0,0.966321,0.932642,0.341969,0.584745,0.262033,599.090278,775.927083,2302.5625,0.58707,0.772096,0.297359,150.42,0.89,4.88,0,4,5649669,642712,-0.021437,50.706175,58.535072,-76.26874,-85.692433,-5.659266,12.064003,-15.9,5.1,-10.5,16.6,959,3,1,24,0,59,0,57,24.2,383,239,59,13,0.134152,0.970674,-0.894131,-0.694234,-0.614849,0.574522,-0.039354,7.502929,225.70406,-206.527207,-196.312674,-137.166128,-196.831114,-319.906047,-346.378783,0.339818,0.715735,-0.446327,0.679842,0.707106,-0.940685,-0.714135,-0.328575,-0.999147,0.033538,0.040695,-0.028869,-0.029781,-0.011889,-0.017173,99437.03647,115530.4944,-270415.1613,54676.49714,-45187.51668,-85344.57645,-0.02385,0.051949,0.039573,-0.382469,-0.053252,-0.146202,0.434497,-1.063555,0.035026,0.038673,-0.218832,-0.050373,0.030691,248.4800829,0.164797802,0.825878208,248.4800829,V,0.977187495,NF,0.028304481,0.657834607,0.202514767,15.46211096,15.46211096,SO
622,3904263,608715,504,2,3,NV,NA,NA,196,0,0,0,0,0,0,0.16,0.09,0,0,0,0,0,0,0.432432,0.153846,0.135135,0.378378,0.432432,0,0,0.718894,0.548387,0.262673,0,0,0,0,0,0,0,0,4.71,1.99,40.11,0,0,5649277,638801,0.543371,149.894845,161.563006,195.630507,211.078317,8.359936,64.457848,-16,4.9,-10.7,17,978,3,1,23,0,57,0,58,24.1,413,238,57,13.4,0.928476,0.763302,-0.900625,-0.964763,-0.986654,-0.048412,0.82273,207.383214,143.031619,-205.693906,-338.638819,-330.214582,-174.805571,-315.395125,-101.804498,0.37139,-0.601364,-0.433317,0.385941,0.213643,-0.11704,0.629138,-0.702202,-0.568431,0.465272,0.065738,-0.503937,-0.372326,-0.278265,-0.386787,714487.3405,287783.2278,3324566.501,1202526.642,-354443.6302,1730005.043,-0.052441,-0.004529,0.631445,-0.369578,-0.011561,-0.049864,0.333092,-0.35451,0.034631,-0.052446,-0.075187,0.265298,0.702709,5.105707497,0.629127055,0.010012767,5.105707497,V,NA,NA,NA,NA,NA,NA,NA,NA
623,3939531,613316,432.7501526,1,1,V,F,NA,122.927007,25.99243,10.848104,0.025773,2.388833,43.633333,0.34,15.6,2.43,192,37,0.737113,13.212797,12.327714,73.742857,0.742232,0.119459,0.153611,0.379431,0.668709,0.146718,0.324742,0.680412,0.536082,0.283505,0.451448,0.377934,445.55473,596.198649,1062.974324,0.409286,0.747326,0.594973,137.73,4.48,21.6,0,4,5650155,639367,-0.463368,98.741838,170.940567,-122.48469,-121.288795,-5.772783,22.901403,-15.8,5.1,-10.4,16.3,950,3,1,24,0,66,0,57,24.3,386,239,66,12.6,0,0.894427,-0.588171,-0.910366,-0.99083,0.948683,0.916539,197.650124,203.574706,-233.972626,-206.565051,-201.801409,-204.443954,-64.486129,-37.69424,1,0.399944,-0.808736,-0.37139,0.98058,0.983869,0.447213,0.902481,0.399944,0.131338,0.163,-0.126863,-0.120487,-0.071534,-0.121897,642691.2311,477020.8245,-167827.5998,596461.1134,-117178.6504,208481.1946,0.120547,0.9317,0.09315,0.759138,0.605456,0.108002,0.154878,-2.234831,0.073203,0.052749,0.316721,0.164446,0.130947,78.35815438,37.14004873,0.125874253,78.35815438,V,0.00836608,F,NA,NA,NA,NA,NA,NA
624,3941131,613606,492.1246796,2,3,NV,NA,NA,143.387164,0,0,0,0,0,0.61,0.8,0.68,212,107,0.00207,1.04,1.04,179,0.824742,0.692308,0.041237,0.164948,0.206186,0,0,0.461698,0.244306,0.014493,0.017018,0.966533,1371.871698,1354.579036,1530.8826,0.054779,1.012766,0.819227,81,0.98,35.33,0,0,5644723,641724,-0.392329,158.568481,179.909706,101.110233,114.804004,1.81796,61.821509,-16.5,4.5,-11.5,17.7,1039,2,1,20,0,29,0,59,23.8,436,236,29,14.1,0.98058,1,-0.964763,-0.978234,-0.925546,-0.457956,0.707106,247.750976,225,-164.744881,-252.349875,-251.878139,-254.744881,-42.978635,-95.194428,-0.196116,0.707106,0.263117,-0.950397,0,0.773957,0,0.681725,0.707106,0.644505,0.086666,-0.184034,-0.646471,-0.107368,-0.35109,760327.8797,431382.0908,3103832.322,-627615.2732,-308899.4924,0,0.193742,-0.120807,0.176129,1.182211,0.036201,0.037476,1.465781,-0.639874,0.106463,0.073182,0.344425,0.175711,0.673091,0.006361493,240.1857593,0.066712181,240.1857593,NV,NA,NA,NA,NA,NA,NA,NA,NA
625,3942422,613814,499.150177,2,3,NV,NA,NA,131.820577,0,0,0,0,0,0.39,0.57,0.47,216,63,0,0,0,0,0.77027,0.636364,0.054054,0.162162,0.216216,0,0,0.489335,0.272271,0.018821,0,1.068808,1942.657975,1640.383436,2027.13865,0.021281,1.184271,0.678997,34.69,3.05,37.69,0,0,5644684,642533,3.250782,129.425384,160.594685,94.917624,92.077826,29.546299,61.345606,-16.5,4.6,-11.4,17.3,1034,2,1,20,0,32,0,59,23.9,423,236,32,13.7,0.857492,1,-0.322086,-0.992733,-1,0.120331,-0.311039,164.744881,288.12186,-108.801109,-180.65064,-206.146841,-180,-56.611486,-79.695153,-0.514495,0.950397,0.946036,-0.440673,-0.686503,-0.478852,-0.707106,0.834958,0.950397,0.560221,0.086996,-0.542698,-0.895605,-0.180131,-0.391269,111768.2235,399374.9134,1106299.032,-1274734.092,-159090.0659,-991899.3857,0.083061,0.055484,0.456838,-0.659094,0.171144,0.221487,-0.279598,-1.253834,0.200859,0.14585,-0.202814,0.215231,0.683169,0.001363965,345.3228681,0.167663034,345.3228681,NV,NA,NA,NA,NA,NA,NA,NA,NA
626,3946952,614597,232.7500305,2,3,NV,NA,NA,190.392344,102.98649,55.15085,0.004667,7.683571,86,1.2,20.51,6.79,253,130,0.809802,12.937565,12.739651,187.451237,0.684673,0.09511,0.058103,0.494033,0.641646,0.201143,0.287048,0.760793,0.605601,0.24154,0.023461,0.954153,500.8,672.762552,446.963384,0,0.744393,1.753754,27.73,9.91,84.67,0,0,5645365,640831,12.99609,145.935843,150.636671,260.245539,272.786324,52.572157,66.682883,-16.6,4.5,-11.6,18.3,1045,2,1,20,0,23,0,60,23.8,457,235,23,14.8,0,0.063887,0.012933,-0.132906,-0.165757,-0.277671,0.971397,261.88221,191.022765,-270.742061,-270,-63.973939,-273.491993,-356.656145,-342.692019,0.994451,0.191193,-0.999413,0.898582,0.994451,0.981969,0.984918,-0.058321,0.237131,0.066052,0.002799,0.000477,0,-0.076104,-0.088764,-169826.2171,15849.45725,-57612.28594,4606444.056,-2331852.274,5625000.288,-0.008991,-0.019359,0.184436,1.361706,-0.001645,0.004118,0.227283,-0.494721,0.08333,0.022895,0.406028,-0.027817,0.914917,0.017989241,704.8226379,48.15957521,704.8226379,NV,NA,NA,NA,NA,NA,NA,NA,NA
627,3948443,614844,324,2,3,NV,NA,NA,164.464052,0,0,0,0,0,0,0.1,0,227,130,0,0,0,0,0.147059,0,0.279412,0.897059,0.897059,0,0,0.915033,0.869281,0.777778,0,1.012108,1994.230769,1843.415385,2219.8,0.053528,1.081813,0.739079,17.7,5.53,46.14,0,0,5644589,642179,-0.648322,135.233758,171.154247,-51.677298,-43.964767,-11.204592,63.019121,-16.4,4.7,-11.3,17.2,1026,2,1,21,0,37,0,59,23.9,414,237,37,13.6,0.780868,0.447213,-0.983869,-0.957024,-0.975132,-0.060495,0.606913,172.234833,233.972626,-190.304846,-187.765166,-211.7202,-185.194428,-113.355564,-90,0.624695,0.808736,-0.178885,-0.525822,0.780868,0.808736,0.707106,0.918062,0.794767,0.232346,0.074307,-0.323758,-0.210791,-0.110967,-0.223012,138841.2834,311214.0644,1497879.566,1352540.496,-223694.3505,1390777.49,0.01912,-0.046474,0.420641,2.666091,0.409129,0.120615,3.560791,-1.843243,0.182329,0.095862,0.531803,0.473678,0.480157,0.001339169,6686.560467,0.361659749,6686.560467,NV,NA,NA,NA,NA,NA,NA,NA,NA
628,3950434,615209,360.125,2,3,NV,NA,NA,173.655329,0,0,0,0,0,0,0,0,221,149,0.004535,2.295,2.295,185,0,0,0,0,0,0,0,0.995465,0.995465,0.99093,0.005843,0.988381,2338,2144.6,2354.066667,0.003424,1.09018,0.810937,14.97,3.08,47.51,0,0,5647326,640537,2.211323,136.248334,145.88661,184.660771,201.865588,5.494924,67.92478,-16.4,4.7,-11.3,18,1024,2,1,21,0,35,0,59,24,436,236,35,14.5,0.056033,0,-0.122089,-0.498964,-0.508729,0.999541,0.999834,258.088383,178.958373,-262.980421,-263.88745,-97.253194,-264.805571,-357.397437,-357.397437,0.98058,-0.018178,-0.991599,0.991997,0.987516,1,1,-0.045407,-0.018178,0,0.131399,-0.059024,0.204937,-0.070273,-0.160483,839972.642,648884.3539,408323.1233,3347996.75,1028861.668,3377160.802,0.348634,0.100702,0,3.542585,-0.005107,-0.003267,1.82422,-0.931033,-0.005154,-0.002935,0.678134,-0.010417,0.691479,0.002769274,1366.874423,0.096082464,1366.874423,NV,NA,NA,NA,NA,NA,NA,NA,NA
629,3954711,615943,324,2,3,NV,NA,NA,168.852665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62,1.11,35.45,0,0,5646662,640893,-0.508899,133.595912,155.069162,192.45965,214.80368,-8.618672,44.304454,-16.4,4.6,-11.4,18.2,1031,2,1,20,0,34,0,59,23.9,437,236,34,14.7,-0.981606,-1,0.894131,-0.950073,-0.952925,0.964763,0.998324,214.867042,176.70495,-333.472792,-191.137986,-91.215116,-217.944188,-3.900493,-19.983106,0.12727,-0.057476,-0.446327,0.999752,0,0.894131,0,0.068023,-0.057476,-0.619354,0.130642,-0.425395,0.606933,-0.187796,-0.337506,1116742.543,665173.1917,-3102819.282,361155.2577,-459592.5592,0,0.531036,0.219486,0.193104,1.391163,0.006584,-0.003213,0.512474,-0.86434,0.05985,-0.00781,0.401299,0.065755,0.422192,3.10474501,1.538518517,0.002597778,3.10474501,V,NA,NA,NA,NA,NA,NA,NA,NA
630,3954878,615957,259.7499695,2,3,NV,NA,NA,160.70894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995842,0.993763,0.993763,0,0,0,0,0,0,0,0,12.13,2.55,23.26,0,0,5646612,641312,0.0523,145.756331,168.985325,149.738709,165.161242,-13.292357,58.970574,-16.4,4.6,-11.3,18,1028,2,1,21,0,37,0,59,23.9,429,236,37,14.5,-0.707106,-0.707106,0.70566,0.272607,0.910366,0.845697,0.991518,289.159701,187.432847,-316.599531,-291.944361,-272.44947,-291.50558,-17.854664,-78.813005,0.707106,0.129353,-0.671803,-0.999048,0.965713,0.855744,0.707106,0.306571,0.129353,-0.177362,0.159991,0.165362,0.200395,0.018605,0.278472,755183.9625,767665.6569,-778128.708,1462734.009,-1198948.639,1026590.514,0.207846,0.211875,0.18097,1.769324,0.039792,0.016174,0.487491,-0.999177,0.099298,0.020006,0.443445,0.258831,0.380228,1.042552049,5.455356376,0.005379885,5.455356376,NV,NA,NA,NA,NA,NA,NA,NA,NA
631,3956154,616155,310.5715027,1,1,V,F,NA,72.465969,27.740935,16.097778,0.074928,1.820427,26.207317,0,11.92,0,151,15,0.743516,11.81062,11.236181,42.201389,0.683633,0.130903,0.1448,0.555068,0.802545,0.156425,0.242075,0.688761,0.541787,0.288184,0.443067,0.385937,504.067669,637.40188,1155.795489,0.392639,0.790816,0.547281,8.9,1.63,25.61,0,0,5646879,642391,0.400555,90.09324,130.799583,12.46602,-3.057989,-7.716648,28.2697,-16.2,4.8,-11.1,17,1007,2,1,22,0,49,0,58,24,398,237,49,13.5,-0.37139,-0.707106,0.090535,-0.290007,-0.045407,0.120331,0.196116,267.397437,251.878139,-275.194428,-306.027373,-210.191622,-309.289406,-86.099506,-82.234833,0.928476,0.950397,-0.995893,-0.502893,0.624695,0.983869,0.707106,0.997683,0.98058,-0.182202,0.011252,0.096802,0.17207,-0.086578,-0.008057,104025.0934,41344.01685,-869597.0482,999544.1129,-532356.5392,707303.9859,0.041778,0.103729,0.306376,0.895679,0.484614,0.320117,1.034532,-1.916098,0.233569,0.124541,0.341441,0.23029,0.239539,71.9360195,1.347081613,0.374108638,71.9360195,V,0.000832727,F,NA,NA,NA,NA,NA,NA
632,3956582,616201,324,1,1,V,F,NA,83.893333,22.760286,11.673295,0.056013,2.342839,28.864353,0.44,11.55,1.89,143,21,0.784185,10.514181,9.801296,50.507042,0.758747,0.241241,0.12376,0.476762,0.632376,0.217119,0.171334,0.678748,0.520593,0.247117,0.469195,0.36129,465.339381,602.474433,1093.09134,0.40281,0.77238,0.549731,5.81,1.94,28.85,0,0,5646843,642229,1.116763,93.192875,147.870118,46.00859,36.033593,-0.273319,38.580248,-16.3,4.8,-11.1,17.2,1011,2,1,22,0,47,0,58,24,403,237,47,13.6,0.196116,0,0,-0.536875,0.447213,0.090535,-0.178885,264.805571,280.304846,-270,-270,-213.929797,-270,-87.397437,-84.805571,0.98058,0.983869,-1,-0.558176,0.98058,0.995893,1,0.998968,0.983869,0,0.009089,0,0,-0.014122,0.087051,81378.53789,35517.22091,333023.6101,1701015.144,-528911.502,1592181.165,0.036143,0.054058,0.397577,1.521601,0.455431,0.346378,0.392276,-1.860091,0.229079,0.142865,0.446888,0.263586,0.372706,127.5374356,0.832600872,0.190862367,127.5374356,V,0.000309379,F,NA,NA,NA,NA,NA,NA
633,3959484,616640,435.5,2,3,NV,NA,NA,165.044444,0,0,0,0,0,0,0.22,0,162,78,0,0,0,0,0.323529,0,0.147059,0.352941,0.441176,0,0,0.82963,0.725926,0.559259,0,1.154526,2128.2,1973.32,1877.28,0,1.078487,0.935332,13.4,2.46,39.24,0,0,5646051,640750,-0.817282,132.035229,149.482997,193.842618,220.623928,0.122366,63.06349,-16.5,4.6,-11.4,18.2,1032,2,1,20,0,31,0,59,23.9,444,236,31,14.7,0.514495,0.620475,-0.478852,0.120331,0,-0.899814,0.983869,199.205445,129.907884,-241.38954,-270.86752,-109.983106,-270,-345.963756,-10.304846,0.857492,-0.767076,-0.877895,0.939793,0.780868,0.571072,0.707106,-0.242535,-0.178885,0.285515,0.022838,0.009938,-0.283388,0.05138,0,25708.32075,120189.2089,1614231.769,2370374.821,-1861644.237,1629864.971,0.197975,-0.057749,0.044994,1.010137,-0.021113,-0.002738,0.20862,-0.820743,0.161211,-0.054307,0.273016,0.045229,0.608339,0.002152745,571.0643523,0.275253941,571.0643523,NV,NA,NA,NA,NA,NA,NA,NA,NA
634,3962675,617090,324,1,2,V,NF,NA,67.109948,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.241379,0,0.137931,0.586207,0.689655,0,0,0.890052,0.816754,0.672775,0,0,0,0,0,0,0,0,10.49,1.34,12.09,0,0,5646411,642751,0.42875,78.903959,107.126841,-57.485692,-79.178928,4.415962,19.756108,-16.2,4.8,-11.1,16.8,1006,2,1,22,0,53,0,58,24,388,238,53,13.2,0.514495,0,-0.263117,-0.877895,-0.221621,-0.290007,0.466409,294.443954,242.198541,-254.744881,-259.695153,-198.12186,-259.695153,-100.304846,-114.443954,0.857492,0.884569,-0.964763,-0.311039,0.98058,0.983869,1,0.983869,0.884569,0,-0.032143,-0.031707,-0.115535,-0.071075,-0.025228,-97649.62712,-108855.9807,140924.4747,587207.7083,-138090.7197,555081.632,-0.023388,-0.096009,0.171517,0.401591,0.66288,0.353946,0.480519,-2.250557,0.135933,0.106303,0.229242,0.216831,0.252896,0.461911108,2.636785221,0.027276403,2.636785221,NV,NA,NA,NA,NA,NA,NA,NA,NA
635,3963982,617462,324,1,1,V,F,NA,134.367925,8.78065,13.437598,0.086466,0.380839,55.580645,0.13,0.45,0.07,151,23,0.725564,17.915492,12.39,87.065217,0.924469,0.093414,0.852103,0.959747,0.962913,0.027027,0.635338,0.616541,0.477444,0.315789,0.695323,0.179716,483.665128,689.464444,2531.616239,0.679191,0.701508,0.254075,14.9,2.41,13.55,0,0,5738823,642949,-0.381607,46.548556,56.24023,-0.246441,1.199784,-2.290529,18.626205,-15.7,5.7,-9.4,17,863,4,2,26,34,53,5,53,24.7,402,244,92,13.1,0.707106,0.707106,-0.910366,-0.998168,-0.995893,0.436273,0.036339,257.195733,267.917434,-204.443954,-235.713123,-173.77417,-237.528807,-68.87528,-354.805571,0.707106,0.999339,-0.413802,0.108447,0.707106,0.808736,0.707106,0.932798,0.999339,0.068144,0.018674,-0.04368,-0.095592,-0.043379,-0.0689,49327.75709,30525.7231,192080.3168,134002.6604,5117.409885,140361.7712,0.044878,0.020489,0.002039,0.224752,0.032534,0.029638,0.234566,-0.4995,0.04979,0.046394,0.159406,-0.008514,0.118647,17938.34149,0.033053239,1.674170787,17938.34149,V,0.000903283,F,NA,NA,NA,NA,NA,NA
636,3969479,619175,324,1,1,V,F,NA,195.096939,18.500925,0,0.002404,0.447982,72.633028,0,0.04,0,190,33,0.115385,6.4375,2.871944,98.194444,0.002401,0,0.34934,0.367947,0.367947,0.038023,0.012019,0.961538,0.939904,0.862981,0.68674,0.185719,488.856863,682.664706,2513.327451,0.674333,0.716101,0.263699,7.91,1.64,14.77,0,0,5733435,644330,-0.060875,34.321807,39.919732,-4.641555,-2.801268,-1.972961,20.020291,-15.6,5.4,-9.3,16.9,855,4,2,26,29,54,4,53,24.4,400,243,87,13,0.466794,0.663791,-0.435486,0.202734,0.135113,0.120331,0.048416,263.948658,234.894944,-244.16721,-266.533482,-234.545348,-264.805571,-79.485939,-69.63924,0.881154,0.818064,-0.899542,-0.814566,0.889838,0.987227,0.707106,0.983177,0.998735,0.105574,-0.010387,-0.005661,-0.079684,-0.019573,0.007328,10997.23717,-19117.33889,212409.0517,351747.3587,-70244.23093,223372.9406,0.009543,0.003718,0.029315,0.182181,0.017775,0.012371,0.051616,-0.360925,0.049301,0.024035,0.157671,0.079546,0.131465,3866.569124,0.019372487,10.04396521,3866.569124,V,0.511594858,NF,NA,NA,NA,NA,NA,NA
637,3970594,619537,324,1,2,V,NF,SC,140.32973,0,0,0,0,0,0,0.07,0.01,0,0,0,0,0,0,0.411765,0,0.117647,0.588235,0.705882,0,0,0.832432,0.72973,0.508108,0,0,0,0,0,0,0,0,86.26,0.58,2.38,1,2,5733297,645862,0.030871,14.139235,32.876821,-9.064664,-8.874003,0.033746,1.388597,-15.6,5.6,-9.3,17,853,4,2,26,34,58,5,53,24.5,397,243,97,13.1,-0.98058,-0.894427,0.995893,-0.797092,-0.508729,0.773957,0.178885,312.273689,259.695153,-354.805571,-312.273689,-200.897765,-312.273689,-53.972626,-43.66778,-0.196116,0.983869,-0.090535,-0.356701,-0.196116,-0.090535,-0.707106,0.808736,0.983869,-0.007601,0.021,0.006597,0.00962,-0.022659,-0.014166,46248.22495,35890.70333,-21878.17935,-4681.621957,-25577.47154,-6719.466895,0.00471,0.010021,0.00471,-0.000341,0.014283,0.025095,-0.008019,-0.355995,0.0205,0.038224,-0.002075,0.030016,0.019582,23.42730599,1.218348945,0.005337725,23.42730599,V,0.996566928,NF,0.339143663,1.706660399,4.553679839,0.984256036,4.553679839,SC
