MYID,id_l2,id_l1,shape_area,AC1,AC2,AC1N,AC2N,ALC_3,o_imean,f_hstd,i_hstd,i_prop,l_hmean,l_imean,fh20,lh80,lh50,hawi95,hawi5,fvege,fhmean,lhmean,limean,fhr_80_99,fhr_30_95,fl_95_95_99,fl_95_70_99,fl_95_60_99,height_d2,density4,fd40,fd20,fd1,m_ndvi,m_red_nir,a_red,a_grn,a_nir,a_ndvi,a_red_grn,a_blu_nir,aspect_std,slope_std,slope_max,wt_min,wt_max,utmnorth,utmeast,tr_te_tpi_18,sd_18m_101,sd_36m_87,mean_36m_97,mean_36m_111,tr_tp_6m_125m_41_mean_diff,tr_tp_6m_175m_59_sd,tmin_wt,tmin_sm,tave_wt,rad_sp,dd_0_wt,dd5_wt,dd18_at,nffd_at,cmd_sp,cmd_sm,cmd_at,rh_sp,td,msp,effp,cmd,mar,tr_ka_18m_100m_11_kaspcdir_across,tr_ka_18m_50m_5_kaspcdir_across,tr_ka_18m_200m_23_kaspcdir_downhill,tr_ka_36m_1200m_67_kaspcdir_downhill,tr_ka_36m_800m_45_kaspcdir_downhill,tr_ka_36m_1200m_67_kaspcdir_uphill,tr_ka_36m_2000m_111_kaspcdir_uphill,tr_ka_18m_400m_45_kaspdir_across,tr_ka_36m_2000m_111_kaspdir_across,tr_ka_18m_200m_23_kaspdir_downhill,tr_ka_18m_400m_45_kaspdir_downhill,tr_ka_36m_2000m_111_kaspdir_downhill,tr_ka_36m_400m_23_kaspdir_downhill,tr_ka_36m_1600m_89_kaspdir_uphill,tr_ka_36m_800m_45_kaspdir_uphill,tr_ka_18m_100m_11_kaspsdir_across,tr_ka_36m_2000m_111_kaspsdir_across,tr_ka_18m_200m_23_kaspsdir_downhill,tr_ka_36m_2000m_111_kaspsdir_downhill,tr_ka_18m_100m_11_kaspsdir_uphill,tr_ka_18m_200m_23_kaspsdir_uphill,tr_ka_18m_50m_5_kaspsdir_uphill,tr_ka_36m_1600m_89_kaspsdir_uphill,tr_ka_36m_2000m_111_kaspsdir_uphill,tr_ka_18m_50m_5_kaspslpcdir_across,tr_ka_36m_1600m_89_kaspslpcdir_across,tr_ka_18m_400m_45_kaspslpcdir_downhill,tr_ka_18m_50m_5_kaspslpcdir_downhill,tr_ka_36m_1600m_89_kaspslpcdir_downhill,tr_ka_36m_800m_45_kaspslpcdir_downhill,tr_ka_36m_1200m_67_kaspslpele2cdir_across,tr_ka_36m_1600m_89_kaspslpele2cdir_across,tr_ka_18m_100m_11_kaspslpele2cdir_uphill,tr_ka_18m_100m_11_kaspslpele2sdir_across,tr_ka_36m_1200m_67_kaspslpele2sdir_downhill,tr_ka_18m_50m_5_kaspslpele2sdir_uphill,tr_ka_36m_800m_45_kaspslplneleslpcdir_across,tr_ka_36m_1200m_67_kaspslplneleslpcdir_uphill,tr_ka_36m_800m_45_kaspslplneleslpsdir_across,tr_ka_18m_200m_23_kaspslplneleslpsdir_uphill,tr_ka_36m_1600m_89_kaspslplneleslpsdir_uphill,tr_ka_36m_2000m_111_kaspslplneleslpsdir_uphill,tr_ka_36m_400m_23_kaspslplneleslpsdir_uphill,tr_ka_36m_1600m_89_kaspslplnele_uphill,tr_ka_36m_1200m_67_kaspslpsdir_across,tr_ka_36m_2000m_111_kaspslpsdir_across,tr_ka_18m_200m_23_kaspslpsdir_uphill,tr_ka_36m_800m_45_kaspslpsdir_uphill,tr_ka_18m_200m_23_kaspslp_downhill,V_P,NV_P,WT_P,MAX_PC1,PC1O,FNF_PO,PC2O,HF_PO,HG_PO,SC_PO,SO_PO,MVALO,PC3O
1780,9725072,1685346,506.6846619,1,2,V,NF,NA,178.590604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,1.77,32,0,0,5598403,669483,-0.071815,81.667041,94.26272,155.615436,166.862203,3.751319,46.843004,-16,4.9,-10.9,17.6,996,2,1,23,0,50,0,62,23.9,415,240,50,13.9,0,0,0,-0.957024,-0.939793,0.948683,0.884569,195.255118,153.019769,-270,-285.255118,-186.225829,-285.255118,-337.750976,-357.397437,1,-0.453683,-1,-0.108447,1,0.877895,1,-0.378632,-0.466409,0,0.106383,0.092286,0,-0.204134,-0.268327,637328.2862,451900.0104,0,2342192.486,303082.8491,2351973.33,0.236112,0.040124,-0.010732,0.254265,-0.004769,-0.001954,0.128853,-0.310048,-0.050012,-0.031545,0.171053,-0.003088,0.456831,8.162256085,0.930433205,0.001273605,8.162256085,V,0.986243163,NF,NA,NA,NA,NA,NA,NA
1781,9733714,1686808,457.6253357,1,1,V,F,NA,112.394737,2.385321,0,0,0.274583,43.486111,0,2.82,0,158,18,0.641593,5.936414,4.92,56.7375,0.73821,0,0.116458,0.690087,0.854668,0.308725,0,0.719027,0.60177,0.382743,0.434404,0.394307,498.813263,618.828144,1344.125031,0.458676,0.806061,0.442932,2.81,1.48,33,0,0,5597991,669553,0.00852,80.913345,94.127745,110.916867,126.421256,-0.083643,51.021931,-15.9,4.9,-10.9,17.6,989,3,1,23,0,54,0,61,24,412,240,54,13.9,0.196116,0.447213,0.341743,-0.413802,-0.303203,0.899814,0.864348,285.255118,149.808377,-289.983106,-285.255118,-250.016893,-285.255118,-328.465208,-337.750976,0.98058,-0.502893,-0.939793,-0.939793,0.98058,0.995893,0.894427,-0.523016,-0.502893,0.232866,0.086339,0.084484,-0.220624,-0.066274,-0.074655,402485.7828,354943.0193,518305.8535,2257970.811,-707260.5869,2008813.347,0.077768,0.03753,-0.028279,1.490545,-0.007209,-0.002333,0.03307,-0.32397,-0.044502,-0.033279,0.441572,-0.05395,0.389411,753.8541599,0.643878517,0.019780257,753.8541599,V,0.003181968,F,NA,NA,NA,NA,NA,NA
1782,9741199,1688010,502.25,1,1,V,F,NA,155.441624,2.821923,2.77783,0.045333,0.096667,63.251366,0,9.38,0,169,24,0.722667,9.67428,10.062887,100.618557,0.860689,0.442748,0.058447,0.943955,0.943955,0.229565,0,0.616,0.469333,0.297333,0.585198,0.261672,427.213418,562.879738,1374.662731,0.525813,0.758978,0.409678,11.36,3.2,22.13,0,0,5599253,671862,-0.116428,70.120368,116.976913,-30.922492,-30.774335,-0.652411,26.577804,-15.4,5.3,-9.9,17.3,909,3,2,26,0,91,0,58,24.3,365,243,91,13.5,-0.102321,-0.155552,0.078726,0.14596,-0.005922,0.231935,0.707106,278.63923,241.243739,-274.516894,-270.110829,-257.562781,-272.484292,-99.20453,-135.23169,0.989868,0.838327,-0.996428,-0.976516,0.983113,0.997321,0.935738,0.987096,0.707106,-0.032154,-0.018427,0.000078,0,-0.025137,-0.000695,98268.53963,-52472.33252,-147342.0701,770952.0306,-286600.3321,675388.0138,-0.018573,0.071669,0.087535,0.688052,0.234025,0.06895,0.246851,-1.327142,0.144606,0.075906,0.303817,0.089795,0.234432,5865.090218,0.351744933,0.030625039,5865.090218,V,0.000532957,F,NA,NA,NA,NA,NA,NA
1783,9746145,1688793,451.625,1,1,V,F,NA,122.033679,7.153155,4.034692,0.032338,0.402107,43.10728,2.35,12.17,0,158,25,0.808458,12.037723,11.772602,86.550186,0.819042,0.617048,0.110585,0.901242,0.926671,0.075444,0.074627,0.582711,0.420398,0.220771,0.603157,0.247538,388.857223,533.620887,1233.697156,0.520685,0.728714,0.439139,47.28,2.18,12.13,0,0,5597923,672162,0.610119,79.448661,133.000293,-49.668032,-57.849645,-2.435244,15.56321,-15.3,5.3,-9.8,17.5,904,4,2,26,0,92,0,58,24.3,367,243,92,13.8,-0.812795,-0.707106,-0.084893,-0.366524,-0.478852,0.007572,0.534112,292.087436,238.0987,-265.623019,-267.183231,-245.773357,-268.701392,-12.493232,-102.179411,0.578778,0.848833,-0.902496,-0.911909,0.578778,0.668553,0.78033,0.216314,0.845394,-0.053485,0.125478,-0.006676,0.059817,-0.03239,-0.048306,3368.755981,352438.0052,-377656.931,203296.0841,-240040.2726,209309.8347,0.07345,0.003861,0.113525,0.176746,0.074824,0.191304,0.305215,-1.602584,0.154299,0.096114,0.126093,0.244499,0.125715,1093.037688,0.693132176,0.081911891,1093.037688,V,0.000241964,F,NA,NA,NA,NA,NA,NA
1784,9761283,1691496,502.0157166,1,1,V,F,NA,134.702703,5.877525,0.3318,0.017751,0.835574,54.672131,0.07,9.8,0.33,195,26,0.698225,9.198136,9.437313,66.223881,0.793785,0.048653,0.05791,0.447034,0.897599,0.27897,0.005917,0.671598,0.523669,0.316568,0.637197,0.2216,338.913599,489.957926,1282.620586,0.581984,0.69172,0.405154,126.59,2.88,12.74,0,4,5599269,672574,0.53183,52.026648,95.662276,-62.313129,-68.507444,-0.016472,6.18791,-15.2,5.4,-9.6,17.1,888,4,2,26,0,99,3,57,24.4,355,243,102,13.4,-0.196116,0.127775,-0.063849,-0.341743,-0.478852,-0.797092,0.143939,295.201489,261.724107,-266.202451,-298.610459,-263.77417,-298.610459,-49.939215,-140.710593,0.98058,0.989586,-0.975857,-0.994102,0.882844,0.908901,0.707106,0.765362,0.989586,0.007632,0.049655,0.025305,-0.009844,-0.013495,-0.025688,-166901.1869,126431.4641,-54025.47496,146825.9995,-128861.1043,63646.55857,-0.039509,-0.152425,0.034122,0.034928,0.109924,0.254792,0.054587,-1.02919,0.051645,0.116467,0.065235,0.090523,0.057363,20204.33559,2.946406658,0.007078796,20204.33559,V,0.017983447,F,NA,NA,NA,NA,NA,NA
1785,9772919,1693227,324,1,1,V,F,NA,122.910053,3.161318,1.196025,0.015873,0.272139,45.374332,2.19,7.71,0,162,29,0.830688,7.236656,6.771408,78.176056,0.804639,0.477046,0.077609,0.656557,0.886708,0.42732,0,0.601852,0.43254,0.201058,0.544809,0.294658,456.615518,596.406775,1484.840185,0.529615,0.765611,0.389186,3.41,2.04,29.96,0,0,5598135,671695,-0.32891,94.746265,137.029654,21.332551,16.538524,4.140671,33.148992,-15.5,5.3,-10.1,17.6,932,3,2,25,0,81,0,59,24.3,381,243,81,13.8,0.019611,0,0.389208,-0.149805,-0.178885,0.855197,0.37139,267.138251,249.102234,-292.222383,-195.255118,-256.701429,-195.255118,-49.939215,-74.744881,0.998058,0.934218,-0.793469,-0.973184,0.97537,0.99469,1,0.765362,0.928476,0,0.071906,-0.248106,0,-0.025766,-0.038703,109558.7075,230040.2595,275289.2973,1345790.763,-550325.0939,1605357.645,0.096886,0.096549,0.35525,0.364118,0.094678,0.168131,0.625108,-0.962521,0.141264,0.125319,0.219872,0.227923,0.281771,8899.854154,0.290033039,0.012342432,8899.854154,V,0.000466526,F,NA,NA,NA,NA,NA,NA
1786,9780593,1694191,311.9999847,2,3,NV,NA,NA,148.812808,0,0,0,0,0,0.67,0.93,0.81,178,128,0.098522,1.0485,1.0485,139.475,0.808696,0.699029,0.034783,0.130435,0.165217,0,0,0.470443,0.258621,0.017241,0,1.090068,1592.386307,1548.513716,1509.290864,0,1.028332,0.959814,151.38,1.46,38.65,0,0,5589603,669031,-0.298291,162.451804,248.920683,-135.18679,-135.349888,-3.403214,69.048196,-15.9,4.8,-10.8,17.7,984,3,1,23,0,65,0,60,24.2,425,240,65,14,0.857492,1,-0.341743,-0.149805,-0.221621,0.808736,-0.295306,185.194428,287.175903,-250.016893,-247.750976,-218.659808,-250.016893,-121.534791,-28.610459,-0.514495,0.955402,-0.939793,-0.624695,-0.514495,-0.413802,0,0.852322,0.955402,0.712655,0.191745,-0.098613,-0.6291,-0.031249,-0.040023,725120.6163,709109.2812,2715492.425,-1255335.793,-556315.0998,0,0.516686,0.918608,0.281828,-1.806933,0.715212,0.953029,-1.133595,-2.518978,0.148541,0.199853,-0.314391,0.207746,0.367606,0.001441724,3374.678977,0.032206409,3374.678977,NV,NA,NA,NA,NA,NA,NA,NA,NA
1787,9781290,1694277,552.707901,2,3,NV,NA,NA,142.63786,0,0,0,0,0,0.54,0.86,0.68,184,111,0.090535,1.153182,1.153182,138.545455,0.651515,0.542056,0.075758,0.219697,0.265152,0,0,0.514403,0.288066,0.020576,0,1.106925,1037.923271,1056.473467,968.311353,0,0.982441,1.045999,14.99,3.74,40.54,0,0,5589335,669034,0.156183,166.502099,241.914434,79.57564,84.759691,19.105277,79.552736,-16.1,4.7,-11,17.8,1007,2,1,22,0,44,0,62,24.1,473,238,44,14.2,0.553852,0.707106,-0.437034,-0.341743,-0.478852,0.83205,-0.413802,207.295554,294.443954,-115.931992,-184.268762,-216.027373,-190.304846,-128.500653,-43.66778,-0.830127,0.910366,0.898769,-0.588171,-0.857492,-0.233034,-0.707106,0.782601,0.910366,0.358424,0.059843,-0.737002,-0.328722,-0.07177,-0.177766,999213.2313,278263.4847,1442877.565,-2959425.567,-1352205.36,-1796302.417,0.295808,0.469737,0.282362,-0.450491,0.218346,0.376514,0.324959,-1.463442,0.143259,0.172453,-0.116942,0.176222,0.805352,0.000567598,319.6942946,0.022918003,319.6942946,NV,NA,NA,NA,NA,NA,NA,NA,NA
1788,9782122,1694397,449.8358459,2,3,NV,NA,NA,154.407862,2.037969,0,0,0.095,45.666667,0,0.74,0.1,194,101,0.223278,3.894362,3.935125,142.5875,0.226761,0,0.212676,0.678873,0.698592,0.060046,0,0.890736,0.831354,0.498812,0.069291,0.870398,380.674038,550.130221,362.162981,0,0.691971,1.828849,10.59,13.51,72.83,0,0,5589531,669265,-6.155406,153.039381,240.901675,-74.337591,-83.369957,-16.556599,94.902741,-15.9,4.8,-10.8,17.6,985,3,1,23,0,65,0,60,24.2,430,239,65,14,1,1,-0.964763,-0.2356,-0.221621,0.646977,-0.399944,202.249023,199.983106,-195.255118,-239.420773,-213.929797,-241.38954,-126.027373,-42.273689,0,0.341743,-0.263117,-0.558176,0.37139,0.413802,0,0.808736,0.916539,1.704473,0.091538,-0.160992,-1.312281,-0.105168,-0.052273,552074.7002,348172.303,4189313.115,0,-670465.953,0,0.268779,0.53446,0.244344,3.098004,0.545368,0.694448,1.165033,-2.260235,0.171065,0.059549,0.411297,0.21263,0.563738,0.000160492,5906.104237,0.025042382,5906.104237,NV,NA,NA,NA,NA,NA,NA,NA,NA
1789,9785211,1694917,298.1527863,2,3,NV,NA,NA,77.719457,0,0,0,0.056,17.2,0,0.32,0.16,171,60,0,0,0,0,0.4125,0.148148,0.1125,0.3625,0.4125,0,0,0.730769,0.558824,0.251131,0.230266,0.625664,722.016043,791.074866,798.705882,0.05043,0.912703,0.982498,112.24,3.17,14.41,1,4,5594348,669916,-0.714413,72.440282,100.629562,-147.592869,-163.36985,-8.283578,12.402261,-15.4,5.4,-9.9,17.2,912,3,2,26,0,99,2,58,24.4,363,244,101,13.4,0.597145,-0.111803,0.322086,0.513467,0.43886,-0.877895,-0.495009,303.812379,54.144443,-288.801109,-298.099107,-295.087022,-297.568833,-206.565051,-199.39986,0.800024,-0.810485,-0.946036,-0.905645,0.4349,0.575347,0,-0.447213,-0.110526,0.00816,-0.047777,0.010381,-0.005458,0.010042,0.009744,-122035.2856,-123982.5786,496288.7757,167173.3505,-45431.41728,0,-0.019808,-0.553319,-0.026906,0.165131,-0.178921,-0.049249,-0.177083,-1.718789,-0.02565,-0.038232,0.113256,-0.107982,0.029386,0.037233768,39.76845781,0.087058146,39.76845781,NV,NA,NA,NA,NA,NA,NA,NA,NA
1790,9785638,1694975,359.541687,2,3,NV,NA,NA,76.008621,16.145146,14.197219,0.026846,1.41,30.5,0,2.57,0.51,210,38,0.510067,8.499737,6.697885,82.057692,0.525269,0.011223,0.367204,0.840323,0.87043,0.138122,0.087248,0.818792,0.718121,0.402685,0.188366,0.682984,650.553447,723.708292,878.092907,0.14885,0.898917,0.810447,80.29,18.67,57.98,0,4,5594316,669852,-3.635475,69.420588,99.691189,-146.508584,-162.072058,-13.206592,16.730058,-15.4,5.4,-9.9,17.2,914,3,2,26,0,98,2,58,24.4,364,244,100,13.4,0.514495,0.894427,0,0.498964,0.413802,-0.866622,0.877895,182.602562,53.972626,-270,-285.255118,-293.574706,-289.983106,-207.597295,-199.983106,0.857492,-0.808736,-1,-0.916539,0.196116,0.341743,0.447213,-0.463254,0.478852,0.21009,-0.043339,0.007184,-0.009243,0.00992,0.009137,-134035.5376,-112570.8382,835213.0718,318826.8194,-46904.48006,529434.5255,-0.021714,-0.509283,-0.028101,0.200729,-0.173524,0.167014,0.146414,-1.663208,-0.031275,-0.035995,0.096377,-0.1083,0.034771,0.000459818,11967.80977,0.135572672,11967.80977,NV,NA,NA,NA,NA,NA,NA,NA,NA
1791,9793471,1696235,423.5499115,1,2,V,NF,HG,177.344948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09,1.53,27.6,0,0,5592521,670074,0.846531,93.790502,128.808766,52.169493,40.436954,9.339003,34.642454,-15.8,5,-10.6,16.9,967,3,1,24,0,73,0,60,24.2,397,241,73,13.1,-0.857492,-0.894427,0.263117,0.090535,0.303203,0.290007,0.707106,272.602562,245.556045,-285.255118,-270,-248.19859,-270,-95.194428,-72.349875,0.514495,0.910366,-0.964763,-0.928476,0.37139,0.910366,0.447213,0.995893,0.707106,-0.359044,0.030134,0,0.394352,-0.037725,0.061187,190291.0643,99945.81334,-883181.3253,559223.3909,-579774.6565,536908.8361,-0.026758,0.176246,0.196232,0.506162,0.124578,0.143221,0.84266,-0.969069,0.21037,0.134698,0.247749,0.156898,0.406115,7.605021414,0.934059979,0.001881819,7.605021414,V,0.996734486,NF,0.000136084,758.002,0.203023178,40.51043113,758.002,HG
1792,9798683,1697163,391.8750763,2,3,NV,NA,NA,82.592965,8.002965,2.260376,0.020833,0.896098,31.414634,0.03,7.2,1.18,165,26,0.641667,6.946688,6.482439,60.02439,0.563333,0.017256,0.12,0.474,0.594667,0.258741,0.008333,0.74375,0.6,0.360417,0.228204,0.628393,583.973457,688.999383,1122.159877,0.315442,0.847567,0.604246,64.26,12.22,42.55,0,4,5594267,670129,-1.905375,69.937243,103.342784,-147.773018,-165.127408,-11.294528,13.107449,-15.3,5.2,-9.7,17.3,900,4,2,26,0,97,2,57,24.3,370,243,99,13.5,0.98058,0.707106,0.588171,0.536875,0.536875,-0.939793,0.836701,310.815083,350.706691,-306.027373,-300.579226,-293.574706,-298.610459,-199.983106,-182.602562,0.196116,0.161488,-0.808736,-0.916539,0.514495,-0.707106,0.707106,-0.341743,0.547659,0.082509,-0.036265,0.011462,0.015601,0.00974,0.012576,-218521.9588,-93823.28018,586608.5746,49021.84195,-46512.88674,502687.2987,-0.096267,-0.645959,-0.004375,-0.109512,-0.154826,0.172955,0.20684,-1.828899,0.002559,0.012876,-0.102429,-0.016177,0.018904,0.292536433,175.9930629,0.022959897,175.9930629,NV,NA,NA,NA,NA,NA,NA,NA,NA
1793,9801239,1697502,324,1,1,V,F,NA,122.821053,7.414824,8.316495,0.03869,0.676944,50.576389,0.15,13.24,0.1,147,22,0.758929,12.427765,12.524711,74.016529,0.793275,0.447352,0.083793,0.351158,0.890298,0.066937,0.142857,0.614583,0.458333,0.269345,0.511988,0.322762,351.957516,483.713072,1056.138235,0.500094,0.727616,0.481009,32.91,4.27,19.63,0,0,5593995,670075,1.695451,70.300444,104.930965,-97.423618,-113.290077,2.092014,26.297824,-15.5,5.2,-10.1,17.1,925,3,2,25,0,89,0,58,24.2,366,243,89,13.3,0.928476,0.894427,-0.413802,0.366524,0.263117,0.888974,0.877895,254.744881,16.220193,-245.556045,-259.695153,-288.12186,-264.805571,-196.460014,-12.804266,0.37139,-0.279329,-0.910366,-0.950397,0.707106,0.73994,0.447213,-0.283346,0.478852,0.188588,-0.018623,-0.028344,-0.24966,0.01552,0.022083,-41063.11032,-51032.33053,332553.0568,249168.7553,-152555.3926,175469.0153,0.014135,0.282029,0.014135,0.225213,-0.110903,0.129055,0.352731,-1.70324,0.061813,-0.014176,0.149923,0.052219,0.227236,474.0922501,0.963380781,0.051978579,474.0922501,V,0.011915419,F,NA,NA,NA,NA,NA,NA
1794,9809440,1698731,324,1,1,V,F,NA,116.15625,3.891682,2.6315,0.0199,0.892206,31.132353,0.5,10.51,0.65,176,33,0.771144,8.683677,8.148763,85.907216,0.83282,0.364386,0.050077,0.377504,0.64869,0.296703,0,0.626866,0.462687,0.208955,0.474947,0.355981,407.900613,535.544172,1019.519018,0.428478,0.761656,0.548544,6.79,1.43,14.92,0,0,5589927,671623,0.029097,82.307024,118.200857,19.199786,19.892486,0.448509,20.946929,-15.8,5,-10.5,17.1,967,3,1,24,0,76,0,60,24.3,416,241,76,13.4,0.780868,0.707106,-0.178885,-0.785491,-0.303203,0.888974,0.707106,169.695153,116.146841,-100.304846,-87.397437,-163.779806,-84.805571,-304.286876,-335.556045,-0.624695,-0.897667,0.983869,0.279329,-0.514495,-0.263117,-0.707106,-0.826227,0.707106,0.102997,0.056156,0.008203,-0.09454,-0.114065,-0.060699,417233.9922,200860.6726,618269.8694,-372078.5237,263896.6504,-398873.2066,0.132475,0.16478,-0.072259,-0.130736,-0.07703,0.046702,-0.066162,-0.838707,-0.070696,-0.057666,-0.06752,-0.087817,0.173095,1831.181108,0.387915342,0.01384682,1831.181108,V,0.004516854,F,NA,NA,NA,NA,NA,NA
1795,9809964,1698800,433.937709,2,3,NV,NA,NA,87.09375,1.265111,0,0,1.016667,31,0,1.03,0.11,238,83,0.21883,2.63,2.267229,132.807229,0.199248,0,0.415414,0.62218,0.669173,0.029851,0,0.903308,0.804071,0.463104,0.18992,0.680786,898.501595,918.50319,1039.238437,0.072629,0.978224,0.8274,83.93,3.02,12.18,1,4,5593449,672973,-0.597956,97.372891,123.070351,-172.327667,-173.239387,-12.33425,22.322209,-15.1,5.3,-9.5,17.1,879,4,2,26,0,104,4,57,24.2,351,243,108,13.4,-0.928476,-0.559016,0.156798,-0.242479,-0.350965,0.98246,0.969097,354.805571,194.281095,-279.027242,-264.162886,-253.540878,-268.701392,-348.439869,-151.900892,-0.37139,0.246679,-0.986875,-0.958997,-0.37139,0,-0.111803,-0.200396,0.246679,-0.04076,0.072266,-0.002176,0.004477,-0.003478,-0.005717,169902.9381,169758.2676,-938270.1803,-164709.777,-44554.37964,-125943.8633,-0.006078,0.815267,0.013834,0,-0.132124,0.102566,0.158727,-2.199077,0.01315,0.024369,0,0.17682,0.019228,0.057249249,76.22164355,0.261171919,76.22164355,NV,NA,NA,NA,NA,NA,NA,NA,NA
1796,9809979,1698805,400.1250153,2,3,NV,NA,NA,62.845455,0,0,0,0.108,56.4,0,0.19,0.05,180,55,0.021212,2.011429,2.011429,93.428571,0.105882,0,0.158824,0.288235,0.305882,0,0,0.895455,0.762121,0.445455,0.291466,0.548627,564.636364,668.828636,979.36,0.268604,0.844217,0.707601,100.53,5.51,21.97,0,4,5593559,671170,-1.58084,69.223106,102.196374,-166.987785,-183.640564,-9.905,17.659042,-15.3,5.3,-9.8,16.9,901,4,2,26,0,99,3,58,24.2,354,244,102,13.1,0.707106,0.894427,0.263117,0.290007,0.263117,-0.536875,-0.955402,219.289406,3.12213,-285.255118,-280.304846,-274.159642,-280.304846,-58.465208,-22.249023,0.707106,-0.054464,-0.964763,-0.997365,0.707106,0.536875,0.894427,0.852322,0.295306,0.022029,-0.003233,0.003382,0.007192,0.003634,0.004631,-33470.34959,-8007.507125,334042.7167,120140.4766,-45871.36451,302028.2441,0.019814,-0.161155,0.008106,0.395268,0.228741,0.110341,0.302811,-1.40554,0.063717,-0.003923,0.169794,0.093282,0.018525,0.065975702,12.55544948,0.167766446,12.55544948,NV,NA,NA,NA,NA,NA,NA,NA,NA
1797,9811936,1699182,324,1,1,V,F,NA,145.605442,1.963852,0.346101,0.032468,0.162901,46.765432,6.12,8.67,0,208,40,0.896104,7.864493,7.850079,125.190476,0.825889,0.685516,0.041021,0.253418,0.805834,0.504167,0,0.534091,0.347403,0.131494,0.534411,0.303432,462.591033,569.42663,1402.213768,0.503872,0.81238,0.398797,7.77,1.73,22.29,0,0,5590141,671279,0.377644,95.232539,114.619632,62.408948,54.566668,15.743852,29.076604,-15.9,4.9,-10.6,17.2,974,3,1,24,0,72,0,60,24.3,420,241,72,13.4,-0.98058,-0.794522,0.866484,-0.930408,-0.588813,0.804854,0.773957,75.561832,247.901128,-29.89737,-96.051341,-175.495428,-96.897901,-296.214657,-323.972626,0.196116,0.926511,0.498193,0.078535,0.169967,0.167105,0.585823,-0.897111,0.633237,-0.216234,0.044858,-0.048874,0.241806,-0.168894,-0.129193,391168.6195,165373.6082,-728283.962,206677.4742,263981.4537,491669.7875,0.167899,0.081333,-0.122108,0.025646,-0.07055,0.037171,-0.027787,-0.770565,-0.071792,0.072695,0.023715,-0.071865,0.404775,44470.13254,0.330412878,0.004562573,44470.13254,V,0.001497205,F,NA,NA,NA,NA,NA,NA
1798,9817710,1700321,327.625,2,3,NV,NA,NA,118.896104,12.941436,7.0474,0.016334,0.465233,35.988372,0.17,3.22,0.31,213,40,0.428312,7.194746,7.160779,73.103896,0.373701,0.017934,0.287422,0.68763,0.698545,0.154799,0.043557,0.834846,0.738657,0.30127,0.38007,0.449201,621.337662,713.716098,836.826638,0.147781,0.870567,0.846188,149.19,5.14,18.01,0,4,5593420,672173,-2.667965,88.802648,113.134035,-168.35226,-174.800778,-19.314785,26.127266,-15.3,5.4,-9.7,17,896,4,2,26,0,102,4,57,24.2,352,244,106,13.2,-0.98058,-1,0.588171,-0.030289,-0.045407,-0.983869,0.989586,344.744881,253.779806,-306.027373,-285.255118,-260.706691,-289.983106,-185.194428,-192.804266,0.196116,0.960195,-0.808736,-0.986874,0.196116,0.178885,0,-0.090535,-0.143939,-0.289915,0.017135,0.005446,0.008281,-0.004515,-0.001302,-191224.1515,41442.15345,-1192546.678,115474.3857,-61787.98239,0,-0.119816,-0.730269,-0.054462,0.271088,-0.047951,-0.05822,0.096663,-1.972939,-0.014376,0.067569,0.081241,-0.088837,0.011726,3.611435403,90.97294166,0.077025191,90.97294166,NV,NA,NA,NA,NA,NA,NA,NA,NA
1799,9817742,1700332,368.1429901,2,3,NV,NA,NA,74.975684,0,0,0,0,0,0,0.13,0,234,90,0.006079,1.07,1.07,105.5,0.178082,0,0.178082,0.493151,0.547945,0,0,0.893617,0.81155,0.586626,0,1.017599,1018.8,1029.409091,1020,0.000589,0.989694,0.931373,100.96,4.48,22.3,0,4,5593339,672682,-6.159155,94.081263,121.490623,-168.558086,-170.678919,-14.357851,17.448461,-15.2,5.4,-9.6,17,891,4,2,26,0,104,4,57,24.3,349,244,108,13.3,-0.98058,-0.907868,-0.488522,-0.345873,-0.347891,0.918879,0.994102,16.514084,260.033312,-240.746084,-259.278583,-256.537675,-258.870108,-338.87528,-146.105069,0.196116,0.984822,-0.872189,-0.972503,0.196116,0.399043,-0.149071,-0.360399,0.108447,-0.279489,0.062056,-0.004661,0.015656,-0.006533,-0.008776,87010.69567,148144.5595,-1118853.944,102122.9419,-48688.46066,-153026.9885,-0.023435,0.628654,0.010238,0.160643,-0.181501,0.045426,0.085435,-1.923001,0.025407,0.074362,0.093455,0.032871,0.026467,0.001388635,1847.965782,0.061632792,1847.965782,NV,NA,NA,NA,NA,NA,NA,NA,NA
